doctor|dokter
doctrine|doktrin
document|dokumen
dog|anjing
doing|perbuatan
doll|boneka
domestic fowl and animals|unggas dan ternak
domesticate|menjinakkan
domiciliary register|kartu keluarga
dominate|menguasai
dominion|kekuasaan
don|mengenakan
door|pintu
door radical (no. 63)|radikal pintu (no. 63)
dormitory|asrama
dose|dosis
dot|titik
doth|melakukan
dots and cross radical (no. 68)|radikal titik dan silang (no. 68)
double|ganda
doubt|keraguan
dove|merpati
down|ke bawah
dozen|lusin
Dr.|Dr.
draft|draf
drafted labor|kerja wajib
dragon|naga
drain|saluran air
drama|drama
draw|menggambar
draw (water)|menimba air
draw in|menarik masuk
draw near|mendekat
drawing|gambar
dread|kengerian
dreadful|mengerikan
dream|mimpi
dress|gaun
dressing|balutan
dried meat|dendeng
drift|hanyut
drill|latihan
drink|minum
drink up|menghabiskan minuman
drip|menetes
drive|mengemudi
drive away|mengusir
droop|terkulai
drop|menjatuhkan
drought|kekeringan
drown|tenggelam
drowsy|mengantuk
drug|obat
drum|gendang
drunk|mabuk
drunkard|pemabuk
drunken talk|ocehan mabuk
dry|kering
dry up|mengering
duckling|anak bebek
duckweed|kiambang
due to|karena
dull|tumpul
dunk|mencelup
duplicate|duplikat
dust|debu
duties|tugas
duty|kewajiban
dwell|bermukim
dwelling|tempat tinggal
dye|mewarnai
dying|sekarat
dynasty|dinasti
each|masing-masing
each other|satu sama lain
ear|telinga
ear (grain)|bulir
early|awal
early night|awal malam
earn money|mencari uang
earnings|penghasilan
earth|bumi
ease|kemudahan
east|timur
easy|mudah
eat|makan
eaves|atap teritis
ebb|surut
echo|gema
economy|ekonomi
ecstasy|kegirangan
eddy|pusaran
edge|tepi
edify|mencerahkan
edition|edisi
effect|efek
efficacy|kemanjuran
efficiency|efisiensi
egg|telur
eggplant|terong
ego|ego
eight|delapan
eight radical (no. 12)|radikal delapan (no. 12)
eighth sign of Chinese zodiac|shio kedelapan
either|salah satu
elapse|berlalu
elated|girang
elder brother|kakak laki-laki
elder sister|kakak perempuan
elect|memilih
electric poles|kutub listrik
electricity|listrik
elegance|keanggunan
elegant|anggun
elementary|dasar
elephant|gajah
elevate|mengangkat
eliminate|menyingkirkan
elude|mengelak
embankment|tanggul
embarrass|mempermalukan
embedded|tertanam
embellish|memperindah
emblem|lambang
embrace|memeluk
embroider|menyulam
emergency|keadaan darurat
eminent|termasyhur
emit|memancarkan
emotion|emosi
emperor|kaisar
employ|mempekerjakan
employee|karyawan
employment|pekerjaan
emptiness|kehampaan
empty|kosong
emulate|meniru
enamel|enamel
encircle|mengelilingi
enclosure|pagar keliling
encounter|perjumpaan
encourage|menyemangati
encroach|merambah
end|akhir
endeavour|berusaha
endure|bertahan
enduring|tahan lama
enemy|musuh
energy|energi
engage|melibatkan
England|Inggris
English|bahasa Inggris
engrave|mengukir
enjoy|menikmati
enlarge|memperbesar
enlightenment|pencerahan
enlist|mendaftar tentara
enough|cukup
enraged|murka
enrich|memperkaya
enroll|mendaftar
enshrine|menyemayamkan
enter|masuk
entertain|menjamu
entertainer|penghibur
entire|seluruh
entrails|jeroan
entrust|memercayakan
entrust to|menitipkan kepada
entrusting with|pemercayaan
entwine|melilit
environs|sekitar
envoy|utusan
ephemeral thing|hal yang fana
epidemic|wabah
epoch|zaman
equal|sama
equestrian|penunggang kuda
equilibrium|keseimbangan
equip|melengkapi
erase|menghapus
erect|mendirikan
err|keliru
error|kesalahan
erupt|meletus
escape|melarikan diri
escape from|lolos dari
escort|mengawal
escutcheon|perisai lambang
especially|terutama
Esq.|Yth.
essence|inti sari
establish|mendirikan
establishment|pendirian
esteem|penghargaan
estimate|perkiraan
eternity|keabadian
ethics|etika
eulogy|pujian
Europe|Eropa
evade|mengelak
evade payment|mangkir bayar
evaluate|menilai
even|rata
even now|bahkan sekarang
even number|bilangan genap
evening|petang
eventide|senja
every|setiap
everything|segalanya
everywhere|di mana-mana
evidence|bukti
evil|jahat
evil spirit|roh jahat
ex-|mantan
exalted|mulia
exam|ujian
examination|pemeriksaan
examine|memeriksa
examine oneself|introspeksi
example|contoh
excavate|menggali
excavation|penggalian
exceed|melampaui
exceedingly|amat sangat
excel|unggul
excellence|keunggulan
excellent|sangat baik
excelling|melebihi
except|kecuali
exceptionally|luar biasa
excessive|berlebihan
exchange|pertukaran
exclaim|berseru
exclamation mark|tanda seru
exclude|mengecualikan
exclusive|eksklusif
excrement|kotoran
excusable|dapat dimaklumi
excuse|alasan
exemplar|teladan
exercise|latihan
exert|mengerahkan
exhaust|menguras
exhausted|kelelahan
exhibit|memamerkan
exhort|mendesak
exile|pengasingan
exist|ada
existing|yang ada
exit|keluar
exorcise|mengusir roh
expand|memperluas
expect|mengharapkan
expectation|harapan
expel|mengusir
expense|pengeluaran
expensive|mahal
experience|pengalaman
experiment|percobaan
expert|ahli
expire|kedaluwarsa
explain|menjelaskan
explain away|berdalih
explanation|penjelasan
exploits|jasa besar
expose|membeberkan
express|mengungkapkan
expression|ungkapan
extend|memperpanjang
extend over|membentang
extent|luasnya
extinguish|memadamkan
extol|memuji tinggi
extract|menyarikan
extraordinary|luar biasa
extreme|ekstrem
eyeball|bola mata
eyebrow|alis
fabric|kain
fabricate|mengarang
face|wajah
face-up|menghadap ke atas
fact|fakta
faction|faksi
factor|faktor
facts|fakta
fade|memudar
faggot|ikatan ranting
fail|gagal
fail exam|gagal ujian
failure|kegagalan
faint|pingsan
fairy|peri
faith|iman
faithful service to elders|bakti kepada orang tua
faithfulness|kesetiaan
falcon|elang
fall|jatuh
fall (castle)|jatuhnya benteng
fall (down)|terjatuh
false|salah
falsehood|kebohongan
falsify|memalsukan
fame|kemasyhuran
familiar|akrab
familiarity|keakraban
family|keluarga
family crest|lambang keluarga
family name|nama keluarga
fan|kipas
far|jauh
far off|jauh sekali
fare|ongkos
farm|ladang
farmers|petani
fascination|daya tarik
fast|cepat
fast learner|cepat belajar
fasten|mengencangkan
fat|gemuk
fate|nasib
father|ayah
fathom|depa
fault|kesalahan
favor|kebaikan hati
favorable|menguntungkan
favourable|menguntungkan
favourite|favorit
fawn upon|menjilat
fear|takut
fearful|penakut
feast|pesta makan
feather|bulu
feathers|bulu
features|ciri-ciri
fee|biaya
feed|memberi makan
feel at home|merasa betah
feel bitter|merasa getir
feel sick|merasa mual
feeling|perasaan
fell|menebang
fellow|orang
female|perempuan
feminine|feminin
fence|pagar
ferment|memfermentasi
fermentation|fermentasi
ferry|kapal feri
fertile|subur
fertilizer|pupuk
fervent|bersemangat
festival float|kereta hias festival
fetch|mengambil
fetlock|jumbai kaki kuda
fetter|belenggu
fetters|belenggu
feudal manor|tanah feodal
fever|demam
few|sedikit
fiber|serat
fidelity|kesetiaan
fief|wilayah kekuasaan
field|ladang
fierce|garang
fifth sign of Chinese zodiac|shio kelima
fight|berkelahi
figure|sosok
figured cloth|kain bermotif
figures|angka
filbert|kemiri hazel
file|berkas
fill|mengisi
filter|menyaring
filtering|penyaringan
finally|akhirnya
finance|keuangan
find|menemukan
fine|denda
fine dress|busana indah
finger|jari
finish|menyelesaikan
fire|api
firefly|kunang-kunang
firewood|kayu bakar
firm|kokoh
firmly|dengan teguh
first day of month|tanggal satu
first sign of Chinese zodiac|shio pertama
first time|pertama kali
fish|ikan
fishery|perikanan
fishhook radical (no. 5)|radikal kail (no. 5)
fishing|memancing
fissure|celah retak
fist|kepalan
fit|cocok
five|lima
five-man squad|regu lima orang
fix|memperbaiki
flame|nyala api
flank|sisi
flat|datar
flats|apartemen
flavor|rasa
flax|rami
flee|melarikan diri
fleeting|sekejap
flinch|mengkerut
flip|membalik
flit|melintas cepat
float|mengapung
float (on liquid)|terapung
floating|mengambang
flock|kawanan
flood|banjir
floor|lantai
flour|tepung
flourish|berkembang pesat
flourishing|makmur
flow|mengalir
flower|bunga
fluid|cairan
flush out|menghalau keluar
flute|seruling
flutter|berkibar
fly|terbang
foam|busa
foe|lawan
fog|kabut
fold|melipat
folding fan|kipas lipat
follow|mengikuti
follow along|menyertai
follow by resigning|ikut mengundurkan diri
follower|pengikut
folly|kebodohan
foment|menghasut
fond|menyukai
food|makanan
foolish|bodoh
foot|kaki
footgear|alas kaki
foothold|pijakan
for the first time|untuk pertama kali
forbid|melarang
force|kekuatan
forces|pasukan
ford|arungan sungai
forecasting|peramalan
forehead|dahi
foreign|asing
forest|hutan
forge|menempa
forget|lupa
forgive|memaafkan
forgiveness|pengampunan
fork in road|persimpangan
form|bentuk
former|mantan
former time|masa lalu
formerly|dahulu
fort|benteng
fortification|kubu pertahanan
fortune|keberuntungan
fortune-telling|ramalan nasib
forward|maju
foster|mengasuh
foundation|fondasi
foundation stone|batu fondasi
founder|pendiri
fountain|air mancur
four|empat
fourth sign of Chinese zodiac|shio keempat
fragment|serpihan
fragrance|keharuman
fragrant|harum
frail|ringkih
frame|bingkai
framed picture|lukisan berbingkai
France|Prancis
frankness|keterusterangan
free|bebas
freeze|membeku
freight|barang angkutan
frequency|frekuensi
frequent|sering
freshwater trout|ikan ayu
fret|gelisah
friend|teman
friendly|ramah
friendship|persahabatan
frightened|ketakutan
fringe|rumbai
frivolous|remeh
frolic|bercanda riang
from|dari
front door|pintu depan
front page|halaman depan
frost|embun beku
froth|buih
frozen|beku
frugal|hemat
fruit|buah
fruit juice|sari buah
fry in deep fat|menggoreng rendam
fuel|bahan bakar
full|penuh
fullness|kepenuhan
fundamentals|dasar-dasar
funeral|pemakaman
fungus|jamur
fur|bulu tebal
furious|murka
furnace|tungku
furrow|alur bajak
further|lebih lanjut
furthermore|lagi pula
futility|kesia-siaan
future|masa depan
gain|perolehan
gall bladder|kantong empedu
gallant|gagah berani
gallop|berderap
game|permainan
game-hunting|berburu
gang|gerombolan
gap|celah
garden|taman
gargle|berkumur
garment|pakaian
gash|luka sayat
gate|gerbang
gather|mengumpulkan
gather (contributions)|menghimpun sumbangan
gathering|perkumpulan
gauge|pengukur
gauze|kain kasa
gay|riang
gem|permata
gender|jenis kelamin
genealogy|silsilah
general|umum
generally|pada umumnya
generation|generasi
genesis|asal mula
genius|jenius
gentle|lembut
gentleman|pria terhormat
gentleness|kelembutan
gently|dengan lembut
genuine|asli
genus|marga
germ|kuman
Germany|Jerman
get|mendapat
get caught in|terjebak dalam
get excited|bersemangat
get fat|menggemuk
get musty|berjamur
get on|naik
get rid of|menyingkirkan
get thin|mengurus
get together|berkumpul
get up|bangun
get used to|terbiasa
ghost|hantu
gift|hadiah
gigantic|raksasa
girl|gadis
gist|inti
give|memberi
give (a dinner)|mengadakan jamuan
give birth|melahirkan
give to|memberikan kepada
give up|menyerah
glad|senang
glass|kaca
glassy|bening
gleam|kilau
glory|kejayaan
gloss|kilap
glow|bersinar
glutinous|lengket
go|pergi
Go|Go
go along|menyusuri
go around|berkeliling
go backwards|mundur
go beyond|melampaui
go cross|menyeberang
go on foot|berjalan kaki
go out|keluar
go smoothly|berjalan lancar
go-between|perantara
god|dewa
god of literature|dewa sastra
godown|gudang
gods|para dewa
going|kepergian
gold|emas
gong|gong
good|baik
good belt|sabuk bagus
good crops|panen bagus
good fortune|nasib baik
good luck|keberuntungan
goodness|kebaikan
goods|barang
gorge|ngarai
gorgeous|memukau
gossamer|kain tipis melayang
govern|memerintah
governing|pemerintahan
government|pemerintah
government ministry|kementerian
government office|kantor pemerintah
governmental|pemerintahan
governor|gubernur
govt office|kantor pemerintah
grace|anugerah
graceful|anggun
gracious|murah hati
grade|nilai
gradually|lambat laun
gradually advancing|maju bertahap
graduate|lulus
graft|cangkok
graft (tree)|mencangkok
grain|butir
grains|biji-bijian
grandchild|cucu
grandma|nenek
grant|memberikan
grasp|menggenggam
grass|rumput
grate|memarut
grave|makam
gravy|kuah daging
grease|gemuk pelumas
greasy|berminyak
great|hebat
great numbers|jumlah besar
greatness|kebesaran
Greece|Yunani
green|hijau
greens|sayuran hijau
greet|menyapa
grey starling|jalak kelabu
grief|duka
grieve|berduka
grieve over|meratapi
grind|menggiling
grip|cengkeraman
grope|meraba-raba
ground|tanah
ground-breaking|peletakan batu pertama
group|kelompok
grove|rumpun pohon
grow bulky|membesar
grow dim|meredup
grow late|larut
grow old|menua
grow thick|menebal
grow up|tumbuh dewasa
grow worse|memburuk
guarantee|jaminan
guard|penjaga
guess|menebak
guest|tamu
guidance|bimbingan
guidebook|buku panduan
gulf|teluk besar
gum|gusi
gun|senapan
gun barrel|laras senapan
guts|nyali
guy|orang
habit|kebiasaan
haiku|haiku
hail|hujan es
hair of the head|rambut kepala
halberd|tombak kapak
half|setengah
hall|aula
halt|berhenti
hamlet|dusun
hamper|menghambat
hand|tangan
handle|gagang
handrail|pegangan tangga
handwriting|tulisan tangan
hang|menggantung
hang out|menjemur
hanging scroll|gulungan gantung
happen|terjadi
happiness|kebahagiaan
happy|bahagia
harbor|pelabuhan
hard|keras
hard drinker|peminum berat
hard up|kesulitan uang
harden|mengeras
hardship|kesukaran
harm|bahaya
harmonious|harmonis
harmonize|menyelaraskan
harmony|keselarasan
harp|harpa
harsh|kasar
harvest|panen
hate|benci
hatred|kebencian
have|memiliki
have diarrhea|diare
have the honor to|berkenan
haven|tempat berlindung
hawk|elang
hazelnut|kemiri hazel
he|dia
head|kepala
head (pimple)|mata bisul
headgear|tutup kepala
headland|tanjung
headstrong|keras kepala
heal|menyembuhkan
healing|penyembuhan
health|kesehatan
healthy|sehat
heap|timbunan
heap up|menimbun
hear|mendengar
hearing|pendengaran
heart|hati
heart radical (no. 61)|radikal hati (no. 61)
hearth|perapian
heat|panas
heaven|surga
heavens|langit
heavy|berat
hedge|pagar tanaman
hegemony|hegemoni
height|tinggi
heighten|meninggikan
heir|ahli waris
help|bantuan
hemp|rami
herbs|rempah
hermit|pertapa
hero|pahlawan
hesitate|ragu
hide|menyembunyikan
high|tinggi
high building|gedung tinggi
highness|paduka
highway|jalan raya
hill|bukit
hillock|gundukan
himself|dirinya sendiri
hinder|menghalangi
hinge|engsel
hint|petunjuk
hips|pinggul
hire|menyewa
history|sejarah
hit|memukul
hive|sarang lebah
hoard|menimbun
hoarse|serak
hold|memegang
hold (a meeting)|mengadakan rapat
hold back|menahan
hold in arms|memangku
hole|lubang
Holland|Belanda
hollow|berongga
holly|holi
hollyhock|bunga hollyhock
holy|suci
home|rumah
home country|tanah air
home town|kampung halaman
homecoming|pulang kampung
honesty|kejujuran
honor|kehormatan
honorable|terhormat
honors|penghargaan
hop|melompat
hope|harapan
hopes|harapan
horizon|cakrawala
horizontal|mendatar
horse|kuda
horse load|muatan kuda
hospitable|ramah menjamu
hostel|penginapan
hot|panas
hot spring|pemandian air panas
hot water|air panas
hour|jam
house|rumah
how|bagaimana
how far|sejauh apa
how long|berapa lama
how many|berapa banyak
however|namun
hub of wheel|poros roda
hug|memeluk
hull (ship)|lambung kapal
humanity|kemanusiaan
humble|rendah hati
humble oneself|merendahkan diri
humbly|dengan rendah hati
humiliate|mempermalukan
humility|kerendahan hati
hump|punuk
hundred|seratus
hundred million|seratus juta
hungry|lapar
hunt|berburu
hurry|bergegas
hurt|melukai
husband|suami
hush|diam
hushed|senyap
husk|sekam
hut|gubuk
hypotenuse|sisi miring
I|saya
I (male)|saya (pria)
idea|gagasan
if|jika
if so|kalau begitu
ignoramus|orang bodoh
II|II
ill|sakit
illness|penyakit
illuminate|menerangi
illusion|ilusi
image|citra
imbibe|meneguk
imitate|meniru
imitation|tiruan
immature|belum matang
immersed|terendam
imminent|sudah di ambang
impart|menyampaikan
impede|merintangi
imperial|kekaisaran
imperial court|istana kaisar
imperial edict|maklumat kaisar
imperial order|titah kaisar
imperial tomb|makam kaisar
imperial we|kami (kaisar)
implement|perkakas
implore|memohon sangat
impregnable position|posisi tak tertembus
impression|kesan
imprint|cetakan
improve|memperbaiki
impurity|kotoran
in|di dalam
in addition|selain itu
in bulk|dalam jumlah besar
in front|di depan
in love|jatuh cinta
in pain|kesakitan
in spite of oneself|tanpa sadar
in that case|kalau begitu
in the country|di desa
in the event|jika terjadi
in the first place|pada awalnya
in turn|bergiliran
inaccessible place|tempat tak terjangkau
incense|dupa
incidentally|omong-omong
incite|menghasut
incline|kemiringan
inclining|condong
income|pendapatan
increase|bertambah
increasingly|makin lama makin
indemnify|mengganti rugi
India|India
India ink|tinta cina
indicate|menunjukkan
indications|tanda-tanda
indigo|nila
individual|perorangan
industry|industri
inevitable|tak terelakkan
infancy|masa bayi
infer|menyimpulkan
inferiority|inferioritas
inflammation|peradangan
inform|memberi tahu
informal|tidak resmi
ingenuity|kepiawaian
ingredients|bahan
inhabit|mendiami
inhale|menghirup
inherit|mewarisi
injury|cedera
injustice|ketidakadilan
inlet|teluk kecil
inmost|paling dalam
innocence|ketidakbersalahan
inquire|menanyakan
inquire into|menyelidiki
inquiring|penyelidikan
insane|gila
inscription|prasasti
insect|serangga
insert|menyisipkan
inside|di dalam
insignificance|ketidakberartian
inspect|memeriksa
inspection|inspeksi
inspire|mengilhami
Inst.|bulan ini
install|memasang
installment|angsuran
instead|sebagai gantinya
instigate|menghasut
institution|lembaga
instruction|petunjuk
instrument|alat
intellect|akal budi
intelligence|kecerdasan
intelligent|cerdas
intensify|memperkuat
intention|niat
intercede|menengahi
intercept|mencegat
interchange|pertukaran
interest|minat
interest (on money)|bunga uang
interim|sementara
interior|bagian dalam
interment|pemakaman
interrupt|menyela
interval|selang
interval of time|jeda waktu
interview|wawancara
intestines|usus
intimacy|keakraban
intimate|akrab
intimidate|menggertak
introduce|memperkenalkan
intuition|intuisi
invade|menyerbu
invariably|selalu
inverted|terbalik
investigate|menyelidiki
invite|mengundang
involvement|keterlibatan
iris|bunga iris
iron|besi
irons|belenggu besi
island|pulau
issue|terbitan
Italy|Italia
item|butir
ivy|tanaman rambat
jail|penjara
jailer|sipir
jammed in|terjepit
Japan|Jepang
Japanese character reading|cara baca Jepang
Japanese chess|shogi
Japanese foot|shaku
Japanese Judas-tree|pohon katsura
Japanese style|gaya Jepang
jar|guci
jar radical (no. 121)|radikal guci (no. 121)
jasmine|melati
jerk|sentakan
jewel|permata
join|bergabung
joint|sendi
journey|perjalanan
joy|sukacita
jubilation|sorak kegembiraan
judge|hakim
judgement|penilaian
judgment|penilaian
jug|kendi
juice|jus
jump|melompat
jumping up|melonjak
jurisdiction|yurisdiksi
just|adil
just so|tepat begitu
justice|keadilan
juvenile|remaja
katakana e radical (no. 48)|radikal e katakana (no. 48)
keep|menyimpan
keep (rain)out|menahan hujan
kernel|inti biji
key (music)|nada dasar
key to|kunci untuk
kidnap|menculik
kill|membunuh
kiln|tungku pembakaran
kind|baik hati
kindliness|keramahan
kindling|kayu pemantik
kindly|dengan ramah
kindness|kebaikan
king|raja
kingdom of Wu|Kerajaan Wu
kingfisher|raja udang
kink|lekukan
knife|pisau
knock|mengetuk
knoll|bukit kecil
know|tahu
Korea|Korea
koto|koto
label|label
labor|kerja
lack|kekurangan
lacquer|pernis
lad|pemuda
ladle|gayung
lady|nyonya
lagoon|laguna
laid waste|jadi tandus
lake|danau
lament|meratap
lamp|lampu
land|tanah
language|bahasa
lantern festival|festival lampion
lap|pangkuan
lapel|kerah jas
lapis lazuli|lazuardi
lapse into|jatuh ke dalam
large|besar
large bird|burung besar
large building|bangunan besar
late|terlambat
later|kemudian
laugh|tertawa
laundry|cucian
law|hukum
lawn|halaman rumput
lay a foundation|meletakkan fondasi
lay in|menyetok
layer|lapisan
laziness|kemalasan
lazy|malas
lead|memimpin
lead to|mengarah ke
leader|pemimpin
leadership|kepemimpinan
leading|terkemuka
leading troops|memimpin pasukan
leaf|daun
leak|bocor
lean|bersandar
leap|melompat
learn|belajar
learn from|belajar dari
learner|pembelajar
learning|pembelajaran
leather|kulit samak
leave|pergi
leave as is|membiarkan
leave behind|meninggalkan
leave of absence|cuti
lecture|kuliah
ledge|birai
left|kiri
left & right|kiri dan kanan
left-side radical|radikal sisi kiri
leftover|sisa
leg|kaki
legitimate wife|istri sah
leisure|waktu luang
lend|meminjamkan
length|panjang
lengthy|panjang lebar
lessen|mengurangi
letter|surat
levee|tanggul
level|tingkat
levy|pungutan
license|izin
lie|berbohong
lie along|terbentang
lie down|berbaring
life|kehidupan
light|cahaya
lightly|dengan ringan
lightning bolt|sambaran petir
lightning-bug|kunang-kunang
like something|menyukai
limb|anggota badan
limit|batas
limited|terbatas
limits|batasan
line|garis
lineage|garis keturunan
linen|linen
liner|kapal penumpang
lining (stomach)|dinding lambung
link|tautan
lips|bibir
liquid|cairan
listen|mendengarkan
little|kecil
live|hidup
live with|tinggal bersama
livelihood|penghidupan
lively|hidup bersemangat
liver|hati
livestock|ternak
living|kehidupan
load (a vehicle)|memuat kendaraan
loan|pinjaman
locate|menempatkan
located in|terletak di
location|lokasi
lock|kunci
log|batang kayu
logic|logika
loins|pinggang
loneliness|kesepian
long|panjang
long ago|dahulu kala
long for|merindukan
long time|waktu lama
long-distance|jarak jauh
longitude|garis bujur
look|melihat
look at|memandang
look back|menoleh
look for|mencari
look up|mendongak
lookout|pengintai
looks|rupa
loom|alat tenun
loop|simpul lingkar
lord|tuan
lot|banyak
lotus|teratai
love|cinta
love dearly|menyayangi sepenuh hati
lovely|elok
low|rendah
low epithet for the enemy|sebutan hina bagi musuh
low number|bilangan kecil
low wainscoting|pelapis dinding rendah
lower|menurunkan
lower part|bagian bawah
lower slope of mountain|lereng bawah gunung
lowly|hina
loyalty|kesetiaan
luck|keberuntungan
lull|reda sejenak
lumber|kayu olahan
lungs|paru-paru
luxuriant|rimbun
luxury|kemewahan
madder|akar mengkudu merah
made in...|buatan...
magic|sihir
magnate|taipan
magnet|magnet
mail|surat pos
main|utama
main part|bagian utama
main point|pokok utama
main thing|hal utama
mainly|terutama
majestic plural|jamak keagungan
majesty|keagungan
make|membuat
make a deal|membuat kesepakatan
make a living|mencari nafkah
make light of|meremehkan
make love to|bercinta dengan
make up for|menebus
makeup|riasan
male|laki-laki
male mythical bird|burung mitos jantan
male name suffix|akhiran nama laki-laki
malice|niat jahat
mallet|palu kayu
malt|ragi malt
man|pria
manager|manajer
Manchu dynasty|Dinasti Manchu
Manchu Dynasty|Dinasti Manchu
mandarin orange|jeruk mandarin
maneuver|manuver
manhood|kedewasaan pria
mania|kegandrungan
manipulate|memanipulasi
manner|cara
manners|tata krama
manservant|pelayan pria
mansion|rumah besar
mantle|mantel
manufacture|memproduksi
manuscript|naskah
many|banyak
maple|maple
mark|tanda
market|pasar
marketing|pemasaran
marquis|markis
marriage|pernikahan
marrow|sumsum
marry|menikah
marry into|menikah masuk keluarga
marsh|rawa
martyrdom|kesyahidan
mask|topeng
masses|rakyat banyak
master|tuan
mat|tikar
match|korek api
materials|bahan
matrimony|pernikahan
matter|perkara
mature|matang
mausoleum|makam megah
me|saya
meadow|padang rumput
meal|santapan
means|sarana
measure|mengukur
measure (ruler)|penggaris
measurement|pengukuran
measuring box|kotak takar
measuring rod|tongkat ukur
meat|daging
mediate|menengahi
mediator|penengah
medicine|obat
mediocre|biasa-biasa saja
meet|bertemu
mellow|melunak
melt|meleleh
melting|peleburan
member|anggota
membership|keanggotaan
membrane|selaput
memorization|penghafalan
memorize|menghafal
memory|ingatan
menacing|mengancam
mend|memperbaiki
mention|menyebutkan
merchant|pedagang
mercy|belas kasihan
merely|hanya
merit|jasa
meritorious deed|perbuatan berjasa
merry|riang
meter|meter
method|metode
metre|meter
Mexico|Meksiko
middle|tengah
midget|cebol
military|militer
military officer|perwira
military strength|kekuatan militer
milk|susu
mimeograph|stensil
mimic|menirukan
mind|pikiran
mineral|mineral
mingle|berbaur
minority|minoritas
mint|percetakan uang
minuteness|kehalusan detail
mire|lumpur
mirror|cermin
miscanthus reed|alang-alang susuki
miscellaneous|serba-serbi
misfortune|kemalangan
mislead|menyesatkan
miss|merindukan
Miss|Nona
mist|kabut tipis
mistake|kesalahan
mister|tuan
mix|mencampur
moan|mengerang
moat|parit benteng
mock|mengejek
model|model
moderation|kesederhanaan
moist|lembap
moisten|membasahi
molding|lis hias
moment|saat
money|uang
monk|biksu
monkey|monyet
monme|monme
month|bulan
monument|monumen
moon|bulan
more & more|makin banyak
moreover|lagi pula
morning|pagi
morning sun|matahari pagi
mosquito|nyamuk
most|paling
mother|ibu
motion|gerakan
mottled|berbintik
mould|cetakan
mound|gundukan
mount|menaiki
mountain|gunung
mountain stream|sungai gunung
mountains towering in a row|barisan gunung menjulang
mourning|berkabung
mouth|mulut
move|bergerak
Mr.|Tuan
Mt Fuji|Gunung Fuji
much|banyak
mulberry|murbei
multiply|mengalikan
multitude|khalayak
mundane things|hal duniawi
muscle|otot
music|musik
musical score|partitur
muster|mengerahkan
mutually|saling
my husband|suami saya
myself|diri saya
mysterious|misterius
mystery|misteri
naked|telanjang
name|nama
name given to naturalized foreigners|nama bagi warga naturalisasi
nape of neck|tengkuk
Nara|Nara
narrate|menuturkan
narrative|penuturan
narrow|sempit
nation|bangsa
national flag|bendera negara
native place|tempat asal
nature|alam
navigate|berlayar
navy|angkatan laut
near|dekat
nearby|di dekat
necessarily|tentu saja
neck|leher
need|butuh
needle|jarum
negate|menyangkal
negative|negatif
neglect|menelantarkan
neighboring|bertetangga
nerve|saraf
net (profit)|laba bersih
netting|jaring
network|jaringan
new|baru
newborn babe|bayi baru lahir
news|berita
next|berikutnya
nice and cool|sejuk nyaman
night|malam
nightfall|senja
nigori|tanda nigori
nine|sembilan
ninth sign of Chinese zodiac|shio kesembilan
nitrate|nitrat
No.|No.
noble|bangsawan
noh chanting|nyanyian noh
noise|bising
nook|sudut tersembunyi
noon|tengah hari
north|utara
nose|hidung
not until|baru setelah
noted|termasyhur
nothing|tidak ada
nourishing|bergizi
now|sekarang
nucleus|inti
nude|telanjang
numb|mati rasa
number|angka
number in a series|nomor urut
nun|biksuni
nursing|perawatan
nut|kacang keras
nut shell|cangkang kacang
oath|sumpah
obese|gemuk sekali
obey|menaati
obi|obi
object|benda
oblique|serong
obscure|samar
observance|pelaksanaan
obstruct|menghalangi
obtain|memperoleh
occasion|kesempatan
occasional|sesekali
occupied|terisi
ocean|samudra
odd number|bilangan ganjil
ode|syair pujian
of|dari
offense|pelanggaran
offer|menawarkan
offer sympathy|menyampaikan simpati
offering|persembahan
office|kantor
officer|petugas
official|resmi
offing|lepas pantai
offspring|keturunan
oil|minyak
OK|baiklah
old|tua
old age|usia lanjut
old friend|teman lama
old Japanese coin|koin Jepang kuno
old man|orang tua laki-laki
old story|kisah lama
old times|zaman dahulu
old woman|orang tua perempuan
omen|pertanda
omission|kelalaian
omit|menghilangkan
on the contrary|sebaliknya
on the other hand|di sisi lain
once upon a time|pada suatu masa
one|satu
one (in documents)|satu (dalam dokumen)
one radical (no.1)|radikal satu (no. 1)
one tenth of a go|sepersepuluh go
one-sided|berat sebelah
oneself|diri sendiri
only|hanya
onto|ke atas
ooze|merembes
open|membuka
open sea|laut lepas
open up farmland|membuka lahan pertanian
opinion|pendapat
opponent|lawan
opportunity|peluang
oppose|menentang
opposite|berlawanan
oppress|menindas
or again|atau lagi
orchid|anggrek
ordeal|cobaan berat
order|perintah
ordinary|biasa
ore|bijih
organ|organ
origin|asal
original|asli
ornamental evergreen|tanaman hias hijau abadi
orphan|yatim piatu
other|lain
ought|seharusnya
outside|di luar
outskirts|pinggiran
oven|oven
overall|keseluruhan
overcome|mengatasi
overdue|terlambat jatuh tempo
overflow|meluap
overgrown|ditumbuhi lebat
overnight stay|menginap
overthrow|menggulingkan
overwhelm|menenggelamkan
ovum|sel telur
own|memiliki
pacify|menenangkan
pack horse|kuda beban
pack up|mengemasi
packed|padat terisi
paddy ridge|pematang sawah
pagoda|pagoda
paint|cat
painting|lukisan
painting brush|kuas lukis
pair|pasang
palace|istana
pale|pucat
pampas grass|rumput susuki
pamper|memanjakan
pane|kaca jendela
paper|kertas
paper money|uang kertas
